0	-1	-2	-3	
0	-1	-2	8	
0	-1	-2	-26	
0	-1	-2	-62	
0	-1	-2	38	
0	-1	-2	-62	
0	-1	-2	24	
0	-1	-2	33	
0	-1	-2	30	
0	-1	-2	-40	
0	-1	-2	0	
0	-1	-2	0	
0	-1	-2	-29	
0	-1	-2	36	
0	-1	-2	66	
0	-1	-2	-40	
0	-1	-2	33	
0	-1	-2	52	
0	-1	-2	16	
0	-1	-2	0	
0	-1	-2	8	
0	-1	-2	74	
0	-1	-2	-23	
0	-1	-2	25	
0	-1	-2	11	
0	-1	-2	5	
0	-1	-2	-40	
0	-1	-2	2	
0	-1	-2	14	
0	-1	-2	0	
0	-1	-2	25	
0	-1	-2	-59	
0	-1	-2	-14	
0	-1	-2	-40	
0	-1	-2	-4	
0	-1	-2	27	
0	-1	-2	5	
0	-1	-2	10	
0	-1	-2	-48	
0	-1	-2	5	
0	-1	-2	30	
0	-1	-2	-37	
0	-1	-2	-3	
0	-1	-2	-6	
0	-1	-2	-20	
0	-1	-2	-1	
0	-1	-2	0	
0	-1	-2	-12	
0	-1	-2	14	
0	-1	-2	13	
0	-1	-2	0	
0	-1	-2	33	
0	-1	-2	-54	
0	-1	-2	5	
0	-1	-2	13	
0	-1	-2	-11	
0	-1	-2	-26	
0	-1	-2	-26	
0	-1	-2	-4	
0	-1	-2	5	
0	-1	-2	14	
0	-1	-2	5	
0	-1	-2	-32	
0	-1	-2	0	
0	-1	-2	-4	
0	-1	-2	13	
0	-1	-2	17	
0	-1	-2	-6	
0	-1	-2	16	
0	-1	-2	2	
0	-1	-2	-37	
0	-1	-2	35	
0	-1	-2	8	
0	-1	-2	57	
0	-1	-2	36	
0	-1	-2	-34	
0	-1	-2	-9	
0	-1	-2	30	
0	-1	-2	-6	
0	-1	-2	-6	
0	-1	-2	10	
0	-1	-2	47	
0	-1	-2	-31	
0	-1	-2	-34	
0	-1	-2	55	
0	-1	-2	-54	
0	-1	-2	19	
0	-1	-2	30	
0	-1	-2	-26	
0	-1	-2	0	
0	-1	-2	-64	
0	-1	-2	33	
0	-1	-2	-56	
0	-1	-2	8	
0	-1	-2	10	
0	-1	-2	16	
0	-1	-2	27	
0	-1	-2	33	
0	-1	-2	30	
0	-1	-2	0	
0	-1	-2	30	
0	-1	-2	24	
0	-1	-2	5	
0	-1	-2	-26	
0	-1	-2	16	
0	-1	-2	-32	
0	-1	-2	-1	
0	-1	-2	19	
0	-1	-2	5	
0	-1	-2	-20	
0	-1	-2	27	
0	-1	-2	36	
0	-1	-2	-20	
0	-1	-2	33	
0	-1	-2	19	
0	-1	-2	5	
0	-1	-2	-29	
0	-1	-2	-14	
0	-1	-2	19	
0	-1	-2	-3	
